temp,external_field,n_particles_1d,n_particles,n_sweeps,beta,J,tau,block_size,mean_absolute_spin,std_mean_absolute_spin,energy_per_spin,std_energy_per_spin,magnetic_susceptibility_per_spin,std_magnetic_susceptibility_per_spin,specific_heat_per_spin,std_specific_heat_per_spin,mean_vortex_density,std_vortex_density,mean_n_vortices,std_n_vortices,mean_n_antivortices,std_n_antivortices,thermalization_cut,n_samples_after_thermalization,source_file
0.8,0,20,400,5000,1.25,1,50.7293788492251,811,0.7420481062581747,0.006573875416989517,-1.5259224007728278,0.005244596378930082,0.8884914047561709,0.5375706310443593,0.7949105874950548,0.03337132568572441,0.003163995067817509,0.00043401191663831835,0.6327990135635019,0.08680238332766366,0.6327990135635019,0.08680238332766366,190,4810,data/T_0.80_N_020_data.npz
0.8,0,50,2500,50000,1.25,1,729.2468223527646,11667,0.6855022946304362,0.010444187064914155,-1.5266514889086296,0.0024795501659845465,11.397284564916323,16.426803436453934,0.819741911708133,0.05101580271565419,0.0031371046541527384,9.439658416957316e-05,3.921380817690923,0.11799573021196673,3.921380817690923,0.11799573021196673,356,49644,data/T_0.80_N_050_data.npz
0.85,0,10,100,5000,1.1764705882352942,1,13.211046837113663,211,0.7825504309745777,0.0035853485324828923,-1.4941924872851189,0.005789300365012952,0.23808192589468133,0.08276193142644352,0.7831926666808523,0.2563885868649239,0.0045885394226626445,0.001630420735950116,0.22942697113313226,0.08152103679750579,0.22942697113313226,0.08152103679750579,156,4844,data/T_0.85_N_010_data.npz
0.85,0,20,400,5000,1.1764705882352942,1,47.83485965869831,765,0.7144748366957758,0.008303405849621168,-1.4874651358233528,0.0057867044491196765,1.5690180625661003,1.1224395591576457,0.909664326464595,0.13355887512616085,0.005232026143790851,0.0006618659649795222,1.04640522875817,0.13237319299590442,1.04640522875817,0.13237319299590442,275,4725,data/T_0.85_N_020_data.npz
0.85,0.0,50,2500,100000,1.1764705882352942,1.0,777.8762084260303,12446,0.6529930105639814,0.005847129807463966,-1.4849382710218946,0.001985869037858414,5.7704619005347775,4.454928509296092,0.8722927074262581,0.023484218058165675,0.005452940703840591,0.0001196361155927843,6.816175879800738,0.14954514449098075,6.816175879800738,0.14954514449098075,205,99795,data/T_0.85_N_050_data.npz
0.88,0,10,100,5000,1.1363636363636365,1,15.2900703098581,244,0.7648996430866365,0.004477615819261998,-1.4624613027552384,0.006679090950647318,0.31347989584103353,0.13665246406637185,0.8295408669348362,0.16543237545940626,0.006967213114754098,0.0026171098443535544,0.34836065573770497,0.13085549221767773,0.34836065573770497,0.13085549221767773,174,4826,data/T_0.88_N_010_data.npz
0.88,0,20,400,5000,1.1363636363636365,1,35.1063825431015,561,0.7094666382687005,0.005618033102341078,-1.4648984601900799,0.005226434720457322,0.795163037474022,0.29578518175625307,0.9302978192766403,0.16434277600883732,0.006785873440285205,0.0011467127368824314,1.357174688057041,0.2293425473764862,1.357174688057041,0.2293425473764862,224,4776,data/T_0.88_N_020_data.npz
0.88,0.0,50,2500,200000,1.1363636363636365,1.0,6160.244944592098,98563,0.6043257252788882,0.033107575410900925,-1.4570072507070777,0.004359886236253742,47.013545052815395,60.042445119745665,0.9916015077608087,0.08405126723522485,0.007540987997524427,0.00022910251101451569,9.426234996905531,0.28637813876814505,9.426234996905531,0.28637813876814505,270,199730,data/T_0.88_N_050_data.npz
0.9,0,10,100,5000,1.1111111111111112,1,11.875774930819855,190,0.755011184528692,0.003978729300463144,-1.4468118568550932,0.005857175636430456,0.3161004996387113,0.12973441564787003,0.8055799444198684,0.16485815216407804,0.008025263157894737,0.0022207948632328484,0.4012631578947369,0.11103974316164239,0.4012631578947369,0.11103974316164239,158,4842,data/T_0.90_N_010_data.npz
0.9,0,20,400,5000,1.1111111111111112,1,66.11819094836505,1057,0.6890568539359112,0.011167669349027715,-1.4395446578415687,0.007251293435190433,2.000765346846079,1.7820577704304101,0.9377110360887602,0.21521084837901894,0.00903973509933775,0.0005903808747581056,1.8079470198675498,0.11807617495162126,1.8079470198675498,0.11807617495162126,158,4842,data/T_0.90_N_020_data.npz
